"from_node";"to_node";"label";"title";"roleCount";"is_same_level"
icCountry_1;ind_21;Recognised Importer;The US, along with Spain, is a significant Livestock Bovine Importer (~$208.75M, ~4.88M head, 2024) (85);1;0
icCountry_1;ind_29;Significant Exporter;The United States is a notable Exporter of live poultry/fowls—including chickens, ducks, geese, turkeys, and guinea fowls—ranking high by trade value (~$359.62M) with a lower export quantity (~81.75M head, 2024) (86, 87, 88, 89);1;0
icCountry_1;ind_30;Significant Processor;The US ranks 2nd in Poultry Slaughter after China, with ~9.75B fowls/year (2023), incl. chickens, turkeys, ducks, though far behind in number (98);1;0
icCountry_1;ind_4;Significant Catcher;The US has well-established lobster and shrimp fisheries (43);1;0
icCountry_1;ind_5;Global Leader;The USA is the undisputed global leader in Biotechnology, leading in both firm numbers and R&D (48, 73, 74);1;0
icCountry_1;ind_6;Significant Producer;The US is among the top global shrimp producers with ~837,622 tonnes (40, 41);1;0
icCountry_10;ind_15;Significant Catcher;Indonesia ranks 2nd globally in Fisheries production, with 7.4M tonnes in 2022, about half of China's (75);1;0
icCountry_10;ind_16;Top Catcher;Indonesia is the undisputed leader in Shark Fishing, consistently ranking first in global shark catch across years and reports (48, 76, 77, 78);1;0
icCountry_10;ind_3;Significant Player;Indonesia has a growing Crustacean Processing industry, notably frozen and prepared shrimps and prawns, with exports valued at $1.35 billion (39, 81, 82);1;0
icCountry_10;ind_30;Significant Processor;"Indonesia ranks in the top 5 for Poultry Slaughter, with ~4.96B fowls/year (incl. chickens, ducks; 2023) (98)";1;0
icCountry_10;ind_4;Significant Catcher;Indonesia is a major crustacean catcher, with coastal and small-scale fisheries yielding significant shrimp and crab catches (43);1;0
icCountry_10;ind_8;Significant Grower;Indonesia is a notable and emerging producer of mud and soft-shell crabs (44);1;0
icCountry_11;ind_1;Significant Grower;The EU has a significant Corn Farming industry, producing ~58M tonnes, but remains below domestic demand of ~77.4M tonnes (2022-2023) (38);1;0
icCountry_11;ind_11;Recognised Processor;The EU is a notable processor in Cattle Slaughter, ~22.5M cows killed/year (2025) (96);1;0
icCountry_11;ind_18;Recognised Processor;The EU slaughters ~220M pigs/year—ranking 2nd globally in Swine Slaughter, though far behind China (2025) (97);1;0
icCountry_11;ind_20;Significant Exporter;The EU is a notable Livestock Bovine Exporter by value, along with Brazil (~$837M, ~615K head, 2024) (83);1;0
icCountry_11;ind_29;Top Exporter;The EU is the leading Exporter of young chickens (chicks) by value and head count, ~$349.18M, ~185.3M (86);1;0
icCountry_13;ind_1;Significant Grower & Top Exporter;Brazil has the 3rd largest Corn Farming industry, after the US and China, producing ~136M tonnes and exporting ~47M tonnes (2022-2023) (9, 38). Brazil is the second largest exporter of Corn, ~US$8.2B, 2024 (8);2;0
icCountry_13;ind_10;Significant Grower;Brazil has the second-largest cattle herd (~193.78M, 2022), ranking 2nd in both beef production and Cattle Farming industry (50);1;0
icCountry_13;ind_11;Top Processor;Brazil is one of the leading countries in Cattle Slaughter after China, with ~47.5M head/year (2025) (96);1;0
icCountry_13;ind_17;Significant Grower;Brazil is a significant grower in Pig Farming, ranking after the US with a pig population of ~44.4M (2021-2025) (94, 95);1;0
icCountry_13;ind_20;Significant Exporter;Brazil is a notable Livestock Bovine Exporter by value, alongside the EU (~$848M, 2024) (83);1;0
icCountry_13;ind_30;Significant Processor;"Brazil is among the top countries in Poultry Slaughter after China and the US, with ~6.30B fowls/year (incl. chickens, turkeys; 2023) (98)";1;0
icCountry_14;ind_1;Significant Grower & Significant Exporter;Argentina is the 2nd largest Corn producer in South America after Brazil and is one of the top global producers with production ~ 55M tonnes (8, 38). Argentina is a significant Exporter of Corn, ~US$6.6B, 2024 (8);2;0
icCountry_14;ind_16;Recognised Catcher;Argentina is a notable Shark-Catching nation in the South Atlantic, with both targeted and incidental catches (48, 76, 77);1;0
icCountry_15;ind_1;Significant Exporter;Ukraine is within the top 5 Exporters of Corn, ~US$5.1B, 2024 (8);1;0
icCountry_17;ind_8;Significant Grower;The Philippines is a notable producer of blue swimming crabs, primarily for export (44);1;0
icCountry_20;ind_5;Top Player;The UK is Europe's biotech leader, long ranked in the top 10 globally and second only to the US in number of biotech firms (48, 73, 74);1;0
icCountry_21;ind_16;Significant Catcher;Spain is Europe’s top Shark-Catching nation, targeting multiple shark species (48, 76, 77, 78);1;0
icCountry_21;ind_17;Recognised Grower;Spain has a recognised Pig Farming industry, known for high-quality pork products, with a pig population of ~34.1M (2021-2025) (94, 95);1;0
icCountry_21;ind_20;Significant Importer;Spain is a significant Livestock Bovine Importer by head count (~1M head, ~$371M, 2024) (84);1;0
icCountry_21;ind_21;Recognised Importer;Spain, along with the US, is a significant Livestock Bovine Importer (~$333.6M, ~3.7M head, 2024) (85);1;0
icCountry_22;ind_16;Significant Catcher;Taiwan is a major Shark-Catching nation, with targeted longline fisheries harvesting a wide range of shark species (48, 76, 77);1;0
icCountry_25;ind_5;Significant Player;Ireland is another emerging biotechnology player, ranking 4th in R&D intensity after Lithuania (48, 73);1;0
icCountry_26;ind_5;Significant Player;Switzerland is a significant player in Biotechnology, leading in R&D gloabally and amongst the top 10 by market share (48, 73, 74);1;0
icCountry_27;ind_29;Significant Importer;Belgium is a notable Importer of live poultry/fowls—including young and mature chickens, ducks, geese, turkeys, and guinea fowls—with a trade value of ~$219.79M and import quantity of ~87.57M head (2024) (90, 91, 92, 93);1;0
icCountry_27;ind_5;Significant Player;Belgium is a notable biotech hub, close to Switzerland in R&D intensity (48, 73, 74);1;0
icCountry_28;ind_20;Top Exporter;France is the leading country in Livestock Bovine Export (~$1.79B, ~1.4M head, 2024) (83);1;0
icCountry_28;ind_29;Significant Exporter;France is a major Exporter of live poultry/fowls—including chickens, ducks, geese, turkeys, and guinea fowls—with a trade value of ~$415.91M and ~114.73M head (2024) (86, 87, 88, 89);1;0
icCountry_28;ind_5;Significant Player;France is a notable player in biotechnology, ranking 3rd globally in number of active biotech firms (48, 73);1;0
icCountry_29;ind_5;Significant Player;Lithuania is an emerging biotechnology player, ranking amongst the top 3 in R&D intensity after Switzerland and Belgium (48, 73);1;0
icCountry_3;ind_20;Top Exporter;Canada is close to France as a leading Exporter of Live Bovines by value (~$1.69B, ~824K head, 2024) (83);1;0
icCountry_3;ind_21;Recognised Exporter;Canada is an emerging Exporter of Livestock Porcine, though trade value and volume remain significantly lower than Denmark and the Netherlands (~$208M, ~4.88M head, 2024) (85);1;0
icCountry_3;ind_4;Recognised Catcher;Canada has emerging lobster and snow crab fisheries (43);1;0
icCountry_3;ind_5;Significant Player;Canada is a notable biotechnology player, ranking after France in number of active biotech firms (48, 73);1;0
icCountry_30;ind_15;Significant Catcher;Peru has a significant Fisheries industry, ranking 4th globally with 5.4M tonnes in 2022, closely behind India (75);1;0
icCountry_31;ind_15;Significant Catcher;Russia is a major capture Fisheries producer, ranking 5th globally with 5M tonnes in 2022 (75);1;0
icCountry_32;ind_21;Top Importer;Germany is the leading country in Live Swine (Porcine) Import (~$844.7M, ~9.2M head, 2024) (85);1;0
icCountry_32;ind_29;Significant Importer;Germany is a notable Importer of live poultry/fowls—including young and mature chickens, ducks, geese, turkeys, and guinea fowls—ranking high by trade value (~$316.15M) with an import quantity of ~120.25M head (2024) (90, 91, 92, 93);1;0
icCountry_34;ind_20;Significant Importer;Italy is the second-largest Importer of Live Bovines by value (~$2B, ~1M head, 2024) (84);1;0
icCountry_35;ind_20;Recognised Importer;Netherlands is an emerging Livestock Bovine Importer by head count (~957K head, ~$369M, 2024) (84);1;0
icCountry_35;ind_21;Significant Exporter;Netherlands is the 2nd largest Live Swine (Porcine) Exporter after Denmark by trade value and quantity (~$636M, ~7.44M head, 2024) (85);1;0
icCountry_35;ind_29;Significant Exporter & Top Importer;The Netherlands is a major Exporter of live poultry/fowls—including chickens, ducks, geese, turkeys, and guinea fowls—ranking after France by trade value (~$410.04M) but leading in export quantity (~346.91M head, 2024) (86, 87, 88, 89). The Netherlands is the leading Importer of live poultry/fowls—including young and mature chickens, ducks, geese, turkeys, and guinea fowls—by both trade value (~$972.52M) and quantity (~359.91M head, 2024) (90, 91, 92, 93);2;0
icCountry_36;ind_21;Top Exporter;Denmark is the world's largest Live Swine (Porcine) Exporter both by trade value and quantity (~$1.6B, ~17.5M head, 2024) (85);1;0
icCountry_37;ind_21;Top Importer;Poland is one of the top Importers of Live Swine (Porcine), following Germany (~$784M, ~7.8M head, 2024) (85);1;0
icCountry_37;ind_29;Significant Importer;Poland is a notable Importer of live poultry/fowls—including young and mature chickens, ducks, geese, turkeys, and guinea fowls—with a trade value of ~$262.47M and import quantity of ~171.83M head (2024) (90, 91, 92, 93);1;0
icCountry_4;ind_1;Significant Grower;China is the second-largest Corn Grower, primarily for domestic use, producing ~274M tonnes vs ~295M tonnes of domestic demand (2022-2023) (10, 38);1;0
icCountry_4;ind_10;Significant Grower;China has the 3rd largest cattle population (~98.17M, 2022) and Cattle Farming industry (50);1;0
icCountry_4;ind_11;Global Leader;China is the leading country in Cattle Slaughter, with ~52.5M cows killed per year (2025) (96);1;0
icCountry_4;ind_15;Top Catcher;China has the largest Fishing industry in the world, catching 13.2M tonnes in 2022 (75);1;0
icCountry_4;ind_17;Top Grower;China leads in Pig Farming, with the world’s largest pig population at ~452.6M (2021-2025) (94, 95);1;0
icCountry_4;ind_18;Global Leader;China leads globally in Swine Slaughter, ~700M pigs/year (2025) (97);1;0
icCountry_4;ind_3;Top Player;China leads the Crustacean Processing industry, following its massive aquaculture production and fisheries, notably frozen and prepared shrimps, prawns, and crabs, exporting processed products valued at $2.35B (39, 79, 81, 82);1;0
icCountry_4;ind_30;Global Leader;China leads in Poultry Slaughter, killing ~16.27B fowls/year (2023), incl. chickens, ducks, and geese (98);1;0
icCountry_4;ind_4;Top Catcher;China leads in crustacean fisheries and overall fishing, mostly for domestic consumption, with crabs as a targeted species (43);1;0
icCountry_4;ind_6;Top Producer;China has the largest shrimp farming industry, with an estimated production of 1.487M tonnes (40, 41);1;0
icCountry_4;ind_8;Top Grower;China is an undisputed leader in crab aquaculture, especially Chinese mitten crab (~779,000 metric tonnes in 2019), Gazami, and mud crabs (44, 72);1;0
icCountry_4;ind_9;Top Producer;China has the largest crayfish farming industry, dominating global crayfish aquaculture (47);1;0
icCountry_5;ind_16;Recognised Catcher;Mexico catches a notable amount of Sharks in coastal and pelagic fisheries, targeting various species (48, 76, 77, 78);1;0
icCountry_5;ind_20;Recognised Exporter;Mexico is an emerging Exporter of Live Bovines (~$793M, ~748K head, 2024) (83);1;0
icCountry_7;ind_1;Recognised Grower;India is a growing Grower/Producer of Corn, but not a major exporter (9);1;0
icCountry_7;ind_10;Top Grower;India has the largest cattle population (~306.7M, 2022), despite ranking behind the US, Brazil, and China in beef production (50);1;0
icCountry_7;ind_11;Top Processor;India is close behind Brazil in Cattle Slaughter, ~41.4M head/year (2025) (96);1;0
icCountry_7;ind_15;Significant Catcher;India has the 3rd largest Fisheries, after China and Indonesia, producing 5.5M tonnes (2022) (75);1;0
icCountry_7;ind_16;Significant Catcher;India consistently ranks among the top 3 Shark Fishing nations, with a substantial impact on global shark populations (48, 76, 77, 78);1;0
icCountry_7;ind_3;Significant Player;India is a notable player in the Crustacean Processing industry and one of the top exporters of prepared and frozen shrimps and prawns (80, 81, 82);1;0
icCountry_7;ind_30;Recognised Processor;"India ranks in the top 5 for Poultry Slaughter, after Indonesia, with ~3.03B fowls/year (incl. chickens, ducks; 2023) (98)";1;0
icCountry_7;ind_4;Significant Catcher;India has significant shrimp and crab fisheries (43);1;0
icCountry_7;ind_6;Significant Producer;India is a major shrimp producer, with an aquaculture industry yielding approximately 734,160 tonnes (40, 41);1;0
icCountry_8;ind_3;Significant Player;Thailand is a notable player in the Crustacean Processing industry and a major exporter of processed shrimps and prawns (80, 81, 82);1;0
icCountry_9;ind_3;Significant Player;Vietnam is one of the key players in the Crustacean Processing industry, exporting processed products valued at $1.54B (39, 81, 82);1;0
icCountry_9;ind_6;Significant Producer;Vietnam is a major shrimp producer, with shrimp aquaculture yielding around 945,791 tonnes (40, 41);1;0
icCountry_9;ind_7;Top Grower;Vietnam is a leading lobster farming country, mainly for domestic use and exports, primarily to China (45, 46);1;0
icCountry_9;ind_8;Significant Grower;Vietnam is a significant mud crab farming nation, producing over 38,000 tonnes annually, with a strong export focus to East and Southeast Asian markets (44, 48);1;0
imp_10;imp_21;;Heatwaves can significantly impact surface water quality and lead to Unsafe Drinking Water, as elevated air temperatures and drought conditions exceed ecosystem tolerance thresholds and degrade water quality, while associated extreme weather events can also increase surface runoff and flash flooding, carrying contaminants into water supplies (173, 174);1;1
imp_10;imp_26;;Floods can rapidly contaminate drinking water supplies, overwhelming treatment systems and washing pollutants like sewage, chemicals, and debris into both surface and ground water ();1;1
imp_10;imp_31;;Saltwater Intrusion into freshwater aquifers degrades water quality by increasing salinity and mobilizing contaminants, making Drinking Water Unsafe (188);1;1
imp_11;imp_13;;Increasing Natural Disasters and Irregular Weather Patterns disrupt growing conditions, damaging crops and reducing Agricultural Yields;1;1
imp_11;imp_19;;Reduced Agricultural Yields directly impact the Food Production industry, leading to Food Production Shortages;1;1
imp_11;imp_25;;Droughts reduce water availability and degrade water quality for agriculture, leading to lower Agricultural Yields;1;1
imp_11;imp_26;;Floods can greatly reduce Agricultural Yields by inundating croplands, damaging crops, eroding fertile soil, and disrupting planting and harvesting cycles;1;1
imp_11;imp_28;;Wildfires and Bushfires can destroy pasture, crops, fields, livestock, and vineyards, significantly impacting Agriculture and reducing Agricultural Yields (181);1;1
imp_11;imp_31;;Saltwater Intrusion directly reduces Agricultural Yields by increasing soil salinity, degrading soil health, and damaging or killing crops (188);1;1
imp_11;imp_32;;Water Shortages can reduce Agricultural Yields by limiting crop growth and productivity (180);1;1
imp_12;imp_13;;Rising Sea Levels increase the risk of Natural Disasters in coastal cities and small island nations, including Flooding, Storm Surges, and other extreme weather events (183);1;1
imp_12;imp_23;;Melting Glaciers driven by Global Warming add to Rising Sea levels with Greenland and Antarctic ice sheets are the largest contributors of Global Sea Level Rise (175, 182);1;1
imp_12;imp_26;;Sea Level Rise leads to more frequent and widespread Flooding, causing damages to infrastructure, disrupt daily life, and pose hazards to safety and property (175);1;1
imp_12;imp_31;;Sea Level Rise can trigger Saltwater Intrusion by introducing seawater to freshwater aquifers, degrading water quality and making it unusable for drinking and aquaculture (175);1;1
imp_13;imp_23;;Sea Ice and Glaciers melting can disrupt ocean circulation patterns, potentially contributing to changes in weather systems and increasing the frequency or intensity of extreme Natural Disasters such as storms and hurricanes (182);1;1
imp_13;imp_29;;Increases in Natural Disasters pose a major risk to Human Life, particularly in vulnerable regions with limited resources and low adaptive capacity;1;1
imp_15;imp_16;;Harmful Algal Blooms can create Hypoxia and Dead Zones when decaying algae consume dissolved oxygen in the water. (145);1;1
imp_15;imp_17;;Algal Blooms may include or promote toxin-producing species, but not all blooms develop into Harmful Algal Blooms. (145);1;1
imp_15;imp_18;;Harmful Algal Blooms, often involving toxin-producing cyanobacteria in freshwater or dinoflagellates in marine environments, release toxins that are lethal to aquatic life, and prolonged or frequent events can result in Marine Biodiversity Loss (146);1;1
imp_16;imp_17;;"Algal Blooms are a major driver of Hypoxia; when algae die and decompose, oxygen levels drop, forming Dead Zones. (145)";1;1
imp_16;imp_18;;Hypoxia/Dead Zones directly cause mortality of aquatic life, threatening Biodiversity as low-oxygen conditions cannot support most fish and invertebrates (146);1;1
imp_17;imp_18;;Even non-toxic Algal Blooms can block sunlight, damage fish gills, and disrupt aquatic ecosystems, causing mortality of aquatic species and threatening Marine Biodiversity (145);1;1
imp_18;imp_35;;Coral Bleaching can lead to Reef Degradation, disrupting entire reef ecosystems, increasing mortality among marine organisms, and contributing to Biodiversity Loss (184);1;1
imp_18;imp_36;;Marine Heatwaves impose thermal stress on marine organisms, driving mortality of aquatic life, reducing species’ resilience and recovery capacity, and resulting in Biodiversity Loss (185);1;1
imp_2;imp_11;;Ecosystem Degradation or Collapse affects Agriculture by reducing populations of natural pollinators and increasing the prevalence of pests and diseases, ultimately reducing Agricultural Yields (186);1;1
imp_2;imp_13;;The Degradation or Collapse of major Ecosystems, such as the Amazon rainforest and the Great Barrier Reef, can disrupt the water cycle and weaken natural buffering systems against extreme events, altering Weather Patterns and increasing vulnerability to Natural Disasters such as severe Flooding, Storm Surges, and accelerated Erosion (187);1;1
imp_2;imp_15;;Toxins from Harmful Algal Blooms can poison wildlife and deplete oxygen in surrounding waters, destabilizing ecosystems and contributing to Ecosystem Degradation. (145);1;1
imp_2;imp_21;;Heatwaves can lead to Ecosystem Degradation or Collapse by disrupting vegetation and wildlife: extreme heat reduces plant photosynthesis and water balance, lowers food quality, increases reproductive failure, and raises mortality rates, ultimately weakening ecosystem stability (173);1;1
imp_2;imp_3;;Ecosystem Degradation or Collapse drives Species Extinction by progressively destroying and fragmenting habitats, reducing population sizes, disrupting ecological interactions, and ultimately leaving species unable to survive or reproduce (143, 187);1;1
imp_2;imp_32;;Water Scarcity is a major driver of Biodiversity Loss and the disappearance of Wetlands, undermining ecological resilience and leading to the loss and degradation of Ecosystems and their services (180);1;1
imp_2;imp_35;;Mass Coral Bleaching has already affected a large share of the world’s coral reefs, and with continuously rising Ocean Temperatures, corals are increasingly unable to recover to their healthy state—pushing reef ecosystems toward widespread degradation and potential collapse (185);1;1
imp_2;imp_5;;Ecosystem Degradation or Collapse can trigger cascading impacts on ecosystem goods and services, including reduced agricultural productivity, increased disease risk, and heightened exposure to natural disasters, thereby threatening Agriculture and Food Security (186);1;1
imp_21;imp_23;;Melting Glaciers, Ice, and Snow reduce the Earth’s ability to reflect solar radiation (albedo), leading to increased heat absorption and contributing to more intense heatwaves worldwide (183);1;1
imp_21;imp_28;;Heatwaves increase the risk of Bushfires and Wildfires, leading to Human Displacement, Habitat Destruction, and Air Pollution (173, 174);1;1
imp_21;imp_29;;Heatwaves are a leading cause of weather-related deaths, as extreme heat can trigger heatstroke and worsen pre-existing conditions, particularly among people with chronic diseases, older adults, and children (171);1;1
imp_21;imp_30;;Heatwaves can indirectly lead to Human Displacement through cascading impacts, where extreme heat intensifies hazards such as Droughts, Wildfires, and Floods, which in turn force populations to relocate (173);1;1
imp_21;imp_36;;Atmospheric Heatwaves can trigger and intensify Marine Heatwaves, where prolonged hot, low-wind conditions over the ocean reduce heat dissipation and increase sea surface temperatures over large areas (185);1;1
imp_23;imp_30;;Melting Ice, Glaciers, and Snow can threaten Arctic communities that depend on ecosystem services for their livelihoods, potentially forcing displacement as their local environment and habitats degrade or disappear (183);1;1
imp_23;imp_32;;Melting Glaciers lead to Water Shortages/Scarcity by reducing natural freshwater storage, causing a short-term surplus followed by long-term declines in water availability in rivers and lakes during dry periods (193);1;1
imp_23;imp_33;;Melting Ice can alter Global Shipping Routes both positively and negatively by opening new routes in the Arctic while also disrupting existing routes, presenting challenges for global logistics (183);1;1
imp_23;imp_34;;Melting Ice and Glaciers can force wild animals to move closer to human settlements in search of food and suitable habitat, often resulting in more frequent Human-Wildlife Conflicts (183);1;1
imp_25;imp_28;;Droughts can trigger Wildfires as vegetation becomes drier and more flammable, increasing the likelihood of ignition and enabling fires to spread more easily;1;1
imp_25;imp_30;;Droughts are contributing to increasing Human Displacement, often within countries. This can strain local resources and exacerbate existing conflicts (179);1;1
imp_25;imp_32;;Prolonged droughts can lead to Water Scarcity, directly threatening the health, safety, and welfare of communities (177);1;1
imp_26;imp_29;;Floods pose a significant risk to Human Life by causing injuries and fatalities through drowning and structural collapse (176);1;1
imp_26;imp_30;;Flooding can lead to temporary or permanent Human Displacement, creating challenges such as Overcrowding, Social Inequalities, and Civil Unrest (176);1;1
imp_28;imp_29;;Wildfires and Bushfires can threaten Human Lives by releasing toxic smoke and particulate matter that exacerbate respiratory and cardiovascular diseases, potentially leading to premature death (198);1;1
imp_3;imp_18;;Species Extinction drives Biodiversity Loss and threatens entire Ecosystems. Over the past 500 years, 20–24 marine extinctions have been recorded, while widespread declines in marine populations may accelerate future extinctions and increase the risk of ecosystem degradation (203);1;1
imp_3;imp_21;;Heatwaves with increased frequency are particularly harmful to marine life, as repeated thermal stress disrupts ecosystems, causes mass mortality events, and increases the risk of Species Extinction (173);1;1
imp_35;imp_36;;Marine Heatwaves are responsible for Mass Coral Bleaching and significant declines in kelp forests and seagrass meadows, threatening the goods and services provided by these ecosystems (185);1;1
imp_4;imp_10;;Unsafe Drinking Water can cause short- and long-term health effects, ranging from gastrointestinal illness to cancer, depending on the contaminants. Chemical Exposure may lead to skin conditions, nervous system or organ damage, developmental or reproductive disorders, and cancer, while Microbial Contamination can spread diseases such as cholera, typhoid, hepatitis, and severe diarrheal illness. (142);1;1
imp_4;imp_15;;Harmful Algal Blooms (HABs) can affect human health through inhalation of toxin-containing aerosols released by certain algal species. (143);1;1
imp_4;imp_21;;Heatwaves increase the risk of heat stroke, severe dehydration, and acute cerebrovascular events, while also contributing to blood clot formation (171);1;1
imp_4;imp_25;;Droughts directly impact Human Health by reducing water quantity and quality, increasing the incidence of illness and disease, raising mortality rates, and contributing to mental health issues (177);1;1
imp_4;imp_26;;Floods can impact Human Health physically by increasing the risk of waterborne diseases from contaminated water supplies, and mentally by contributing to stress-related conditions such as anxiety, depression, and post-traumatic stress disorder (PTSD) (175);1;1
imp_4;imp_28;;Wildfires produce harmful smoke, gases, and particulate matter that can cause fatalities and affect Human Health, ranging from eye and respiratory tract irritation to more serious conditions such as lung dysfunction, bronchitis, asthma, and premature death, particularly among vulnerable groups (181);1;1
imp_4;imp_32;;Lack of Water can lead to poor sanitation, which increases the risk of water-borne diseases such as diarrhea, cholera, and typhoid fever (180);1;1
imp_4;imp_5;;Food Insecurity directly impacts Human Health by limiting access to adequate nutrition, increasing the risk of chronic diseases such as diabetes and heart disease, and contributing to mental health disorders (196);1;1
imp_5;imp_11;;Reduced Agricultural Yields threaten Food Security, especially in vulnerable communities, as falling yields disrupt supply chains and inflate prices (178);1;1
imp_5;imp_19;;Food Production Shortages can lead to Food Insecurity when they are prolonged or severe;1;1
imp_5;imp_21;;Heatwaves can lead to Food Insecurity by disrupting food systems across Livestock Farming, Aquaculture, and Crop Farming, reducing yields, harming animal and plant health, degrading food quality, and shortening shelf life (173, 174);1;1
imp_5;imp_29;;Food Insecurity threatens Human Lives through acute starvation, severe malnutrition, and increased vulnerability to otherwise preventable diseases. The latest SOFI report estimates 673 million people experienced hunger in 2024, while the WFP reports 319 million people facing acute food insecurity across at least 67 countries in 2025 (197);1;1
imp_6;imp_11;;Reduced Agricultural Yields can trigger Economic Decline with increases in input costs, lost revenues, and localised Food Insecurity (178);1;1
imp_6;imp_19;;Food Production Shortages drive Economic Decline by creating supply shocks that reduce output, increase inflationary pressure, disrupt supply chains, lower purchasing power, raise labour costs, reduce profitability, and increase malnutrition (160);1;1
imp_6;imp_21;;"Heatwaves can impact the economy by increasing living costs as demand for healthcare, energy, water, and food rises; raising infrastructure costs for operation, maintenance, repair, and replacement; and reducing labour productivity and availability due to effects on worker health and well-being (173)";1;1
imp_6;imp_23;;Melting Glaciers and Snow can negatively impact mountain communities that depend on glacier- and snow-based tourism, resulting in significant Economic Losses and reducing the livelihoods of many people (193);1;1
imp_6;imp_26;;Floods affect both low and high-income countries, damaging infrastructure such as bridges, sewage systems, and power plants, resulting in significant Economic Decline (175, 176);1;1
imp_6;imp_28;;Wildfires and Bushfires can destroy large numbers of buildings, homes, and essential infrastructure, leading to significant Economic Losses and Decline (181);1;1
ind_1;con_1;Associates with;Excessive nitrogen and phosphorus fertilizers applied to boost yields in Corn Farming result in nutrient imbalances and runoff risks. (119);1;0
ind_1;con_2;Associates with;Intensive application of herbicides like atrazine and sulfonylureas in Corn Farming leads to persistent residues in soil, affecting crop rotation and non-target organisms. (118);1;0
ind_1;con_3;Associates with;Corn is one of the most widely grown crops globally, with about 33% of production occurring in highly water-stressed areas, raising concerns about water supply and long-term sustainability. (148);1;0
ind_1;con_4;Associates with;Tillage and monocropping in Corn Farming erode topsoil and deplete organic matter, harming soil structure. (120);1;0
ind_1;con_5;Contributes to;Rising global demand for Corn, primarily fueled by the Livestock and Ethanol industries, is driving land expansion, which often leads to Deforestation, especially in Brazil, one of the world's largest Corn Producers. (123);1;0
ind_1;con_6;Associates with;Corn Farming is often practiced as a monoculture, especially in large-scale, industrialized agriculture. ();1;0
ind_10;ind_11;;Cattle Farming supplies live cattle to the Cattle Slaughtering industry, where animals are processed into meat and byproducts.;1;1
ind_10;ind_20;;Cattle Farming produces live Cattle that are traded domestically and internationally for Breeding or Slaughter.;1;1
ind_11;ind_22;;Rendering Plants process raw byproducts from Cattle Slaughtering—including Bones, Cartilage, Hides, Fat, Offal, Blood, Hooves, and Horns—into usable materials.;1;1
ind_17;ind_18;;Farmed Pigs are transported to Slaughtering facilities for killing and initial processing;1;1
ind_17;ind_21;;Pig Farming produces pigs that are widely traded for Breeding, Fattening, or Slaughter.;1;1
ind_18;ind_22;;Rendering Plants collect and process byproducts from Pig Slaughtering, such as Bones, Cartilage, Fat, Offal, and Blood, into industrial ingredients.;1;1
ind_22;ind_14;;The Animal Rendering Industry supplies prepared Animal Skins and Hides to the Tanning Industry for leather production.;1;1
ind_22;ind_23;;The Animal Rendering Industry supplies the Pharmaceuticals Industry with materials such as Collagen, Gelatin, Chondroitin Sulfate, Heparin, and Insulin, derived from Bovine, Porcine, and Avian byproducts.;1;1
ind_22;ind_25;;The Rendering Industry provides the Cosmetics Industry with ingredients including Animal Fats, Gelatin, Collagen, Keratin, Glycerin (Glycerol), and Stearic Acid, used as emollients, thickeners, and active components in personal care products.;1;1
ind_28;con_20;Causes;Broiler Poultry Farming faces similar risks from Highly Pathogenic Avian Influenza (HPAI) as the Layer Industry, but is relatively more resilient due to its shorter production cycles and faster turnover (157);1;0
ind_28;ind_29;;Poultry Farming produces birds traded domestically and internationally for Breeding, Egg Production, Fattening, or Slaughter.;1;1
ind_28;ind_30;;Farmed Avian species are supplied to the Poultry Slaughtering industry for killing and initial carcass processing.;1;1
ind_3;ind_4;;Crustacean Fisheries supply a major share of raw material to Crustacean Processing, contributing roughly 4–6 million tons of wild-caught crustaceans each year. (34);1;1
ind_3;ind_6;;"Shrimp and Prawn Farming supplies around 4 million tons of farmed shrimp annually; together, farmed and wild shrimp dominate Crustacean Processing volumes. (31, 34)";1;1
ind_3;ind_7;;Lobster Farming contributes a small but growing share of inputs to Crustacean Processing, remaining minor compared with wild catch. (36);1;1
ind_3;ind_8;;Crab Farming is an expanding aquaculture segment that provides a minor share of raw material for Crustacean Processing. (37);1;1
ind_3;ind_9;;Crayfish Farming supplies a small but growing portion of inputs to Crustacean Processing, with volumes well below Shrimp and Crab. (34);1;1
ind_30;ind_22;;Byproducts from Poultry Slaughtering are processed by the Rendering Industry into usable materials, though at much smaller volumes than Bovine or Porcine sources.;1;1
ind_30;ind_36;;Spent Layer Chickens are sent to slaughterhouses for processing into low-grade Meat Products and various Byproducts for downstream industries, or may be culled on site depending on operational practices.;1;1
ind_31;ind_32;;The Forestry Industry supplies Wood as the primary raw material for Paper Manufacturing.;1;1
ind_36;con_20;Causes;The Poultry Farming and Egg Production Industry faces significant risks from the rapid spread of Highly Pathogenic Avian Influenza (HPAI), introduced by migrating wild birds and exacerbated by high-density farming, inadequate biosecurity, and viral adaptation within local wild bird populations (157);1;0
ind_36;ind_37;;The Egg Breaking Industry is a high-speed sector of the Poultry/Egg Production Industry that processes Eggs into liquid, frozen, or dried egg products.;1;1
item_1;comp_1;Glucosamine: Main Ingredient in Joint Health Supplements. Health or nutritional benefits;Glucosamine is a primary ingredient in many Joint Health Supplements and is commonly used to support joint function and relieve joint discomfort.. Evidence: Moderate (23);1;0
