"from_node";"to_node";"label";"title";"roleCount";"is_same_level"
"item_16";"comp_4";"Collagen: Active Ingredient in Wound Dressings. Health or nutritional benefits";"Collagen is used in Wound Dressings, thought to support tissue repair and promote healing. Evidence: Not Applicable";"1";"0"
"item_17";"comp_1";"Glucosamine: Active Ingredient in Pet Supplements. Health or nutritional benefits";"Glucosamine is also used in Pet Supplements, thought to support joint health and mobility. Evidence: Moderate (103, 105, 106)";"1";"0"
"item_17";"comp_2";"Chondroitin: Active Ingredient in Pet Supplements. Health or nutritional benefits";"Chondroitin is often used in Pet Supplements in addition to Glucosamine, thought to support joint health and cartilage maintenance. Evidence: Limited (104, 105)";"1";"0"
"item_17";"comp_4";"Collagen: Active Ingredient in Pet Supplements. Health or nutritional benefits";"Collagen is used in Pet Supplements, thought to support joint health, skin, and coat condition. Evidence: Moderate (106)";"1";"0"
"item_18";"comp_3";"Gelatin: Gelling Agent in Energy Gels. Forms Gel Structure";"Gelatin is used in Energy Gels to provide thickness and improve texture for easier consumption. Evidence: Not Applicable";"1";"0"
"item_18";"comp_4";"Collagen: Active Ingredient in Energy Gels. Health or nutritional benefits";"Collagen is used in Energy Gels, thought to support joint health and overall connective tissue function. Evidence: Moderate (99, 100)";"1";"0"
"item_19";"comp_4";"Collagen: Active Ingredient in Protein Bars. Health or nutritional benefits";"Collagen is used in Protein Bars, thought to support joint health and help maintain skin, hair, and nail condition. Evidence: Moderate (99, 100)";"1";"0"
"item_2";"comp_3";"Gelatin: Biding Agent in Gummies. Adds texture or viscosity";"Gelatin is widely used in Gummies as a binding agent, giving them their chewy texture and stability. Evidence: Not Applicable";"1";"0"
"item_20";"comp_3";"Gelatin: Biding Agent in Photographic Film. Provides Coating";"Gelatin is used in Photographic Film to form a light-sensitive, protective layer that captures and holds the image. Evidence: Not Applicable";"1";"0"
"item_21";"comp_8";"Surimi: Main Ingredient in Crab Stick. Forms Base Texture";"Surimi is the main ingredient in Crab Stick, forming the base texture and protein. Evidence: Not Applicable";"1";"0"
"item_3";"comp_3";"Gelatin: Main Ingredient in Jello. Forms Gel Structure";"Gelatin is the key ingredient in Jello, responsible for its gel-like texture and structure. Evidence: Not Applicable";"1";"0"
"item_4";"comp_3";"Gelatin: Biding Agent in Marshmallows. Adds texture or viscosity";"Gelatin is a key ingredient in Marshmallows, giving them their soft, spongy texture. Evidence: Not Applicable";"1";"0"
"item_5";"comp_3";"Gelatin: Thickener in Dairy Yogurt. Adds texture or viscosity";"Gelatin is sometimes added to Dairy Yogurt to improve thickness and create a smooth, creamy texture. Evidence: Not Applicable";"1";"0"
"item_6";"comp_3";"Gelatin: Stabiliser in Cream Cheese. Enhances Stability";"Gelatin is used in Cream Cheese to help stabilize texture and improve firmness. Evidence: Not Applicable";"1";"0"
"item_7";"comp_3";"Gelatin: Stabiliser in Sour Cream. Enhances Stability";"Gelatin is added to Sour Cream to enhance thickness and maintain a consistent texture. Evidence: Not Applicable";"1";"0"
"item_8";"comp_3";"Gelatin: Emulsifier in Margarine. Improves Spreadability";"Gelatin is occasionally used in Margarine to help stabilize texture and improve spreadability. Evidence: Not Applicable";"1";"0"
"item_9";"comp_3";"Gelatin: Stabiliser in Ice Cream. Prevents Ice Crystal Formation";"Gelatin is often added to Ice Cream to improve creaminess and maintain a smooth, stable texture. Evidence: Not Applicable";"1";"0"
"mat_1";"ind_3";"Crustacean Shells is a Byproduct of Crustacean Processing";"The Crustacean Processing industry is the primary source of shells, particularly from shrimp, crabs, and lobsters, processing 6-8 million tons annually, 50-70% of crustacean weight are discarded as shells, cephalothoraxes, and exoskeletons (30, 31, 34)";"1";"0"
"mat_1";"ind_4";"Crustacean Shells is a Byproduct of Crustacean Fisheries";"Crustacean Fisheries are a major source of shells, especially from wild-caught shrimp, crabs, and lobsters (48)";"1";"0"
"mat_1";"ind_6";"Crustacean Shells is a Byproduct of Shrimp and Prawn Farming";"Shrimp and Prawn Farming contribute significantly to shell supply due to high production (40, 41)";"1";"0"
"mat_1";"ind_7";"Crustacean Shells is a Byproduct of Lobster Farming";"Lobster Farming is a minor shell source compared to other crustaceans (36)";"1";"0"
"mat_1";"ind_8";"Crustacean Shells is a Byproduct of Crab Farming";"Crab Farming contributes moderately to shell supply, though volumes are lower than shrimp or prawn (44)";"1";"0"
"mat_1";"ind_9";"Crustacean Shells is a Byproduct of Crayfish Farming";"Crayfish Farming is a minor contributor to shell supply at lower volumes than shrimp and crab (47)";"1";"0"
"mat_10";"ind_34";"Wild-Caught Fish is a Target Catch of Commercial Fishing";"Wild-Caught Fish are harvested through Commercial Fishing and Artisanal Fishing primarily for human consumption, common species including Cod, Tuna, Anchovy, Herring, and Mackerel";"1";"0"
"mat_10";"ind_35";"Wild-Caught Fish is a Target Catch of Artisanal Fishing";"Yields of WIld-Caught Fish from Artisanal Fishing are much smaller than Commercial Fishing, primarily for local consumption, catches are less likely to be processed into byproducts";"1";"0"
"mat_2";"ind_5";"Filamentuous Fungi is a Main Product of Biotechnology";"Filamentous Fungi is cultivated at industrial-scale in the Biotechnology industry by selecting or engineering suitable fungal strains in lab-controlled environments";"1";"0"
"mat_3";"ind_10";"Bovine (Cow) is a Primary Product of Cattle Farming";"Bovine refers to domesticated Cattle raised in the Cattle Farming Industry for meat, milk, breeding, and other purposes";"1";"0"
"mat_3";"ind_11";"Bovine (Cow) is a Raw Material of Cattle Slaughtering";"The Cattle Slaughtering Industry processes Bovines for meat as the primary product before further processing in downstream industries";"1";"0"
"mat_3";"ind_14";"Bovine (Cow) is a Raw Material of Tanning";"Bovine is the primary raw material for the Leather Processing industry, whose products include leather, gelatin, collagen, and related materials";"1";"0"
"mat_3";"ind_20";"Bovine (Cow) is a Raw Material of Livestock Trading (Bovine)";"Live Bovines are traded in the Livestock Trade industry for breeding, fattening, or slaughter";"1";"0"
"mat_3";"ind_22";"Bovine (Cow) is a Raw Material of Rendering (Animals)";"Non-meat parts of Bovine are sent to the Rendering Industry for processing";"1";"0"
"mat_3";"ind_23";"Bovine (Cow) is a Source of Pharmaceuticals";"Bovine byproducts are an important source for the Pharmaceutical Industry, used in the production of Heparin, Insulin, Collagen, Gelatin, and other medical materials";"1";"0"
"mat_3";"ind_24";"Bovine (Cow) is a Source of Pet Food";"Bovine products, byproducts, and derivatives—such as meat trimmings, organs, fat, bone meal, and tallow—are used in the Pet Food Industry as sources of protein, nutrients, and energy";"1";"0"
"mat_3";"ind_25";"Bovine (Cow) is a Source of Cosmetics";"Bovine byproducts and derivatives—such as Tallow, Collagen, Gelatin, Keratin, and Glycerin—are widely used in the Cosmetics Industry as emollients, stabilisers, and active ingredients in skincare and personal care products";"1";"0"
"mat_4";"ind_15";"Sharks and Elasmobranchs is a Bycatch of Fisheries";"Sharks and Elasmobranchs (e.g. rays, skates) are unintentionally caught alongside target species during commercial or artisanal fishing operations";"1";"0"
"mat_4";"ind_16";"Sharks and Elasmobranchs is a Target Catch of Shark Fisheries";"Sharks and Elasmobranchs (e.g. rays, skates) are deliberately caught in targeted fisheries for their meat, fins, cartilage, or other parts";"1";"0"
"mat_5";"ind_17";"Porcine (Pig) is a Primary Product of Pig Farming";"Porcine refers to domesticated Pigs raised in the Pig Farming Industry for meat production, breeding, and related uses";"1";"0"
"mat_5";"ind_18";"Porcine (Pig) is a Primary Product of Pig Slaughtering";"The Pig Slaughtering Industry processes Pigs for meat as the primary product before further processing in downstream industries";"1";"0"
"mat_5";"ind_21";"Porcine (Pig) is a Primary Product of Livestock Trading (Porcine)";"Live Porcine Animals are traded across markets for breeding, fattening, or slaughter";"1";"0"
"mat_5";"ind_22";"Porcine (Pig) is a Raw Material of Rendering (Animals)";"Non-meat parts from Porcine are sent to the Rendering Industry for processing";"1";"0"
"mat_5";"ind_23";"Porcine (Pig) is a Source of Pharmaceuticals";"Porcine byproducts—such as intestinal mucosa, glands, and tissues—are key sources for the Pharmaceutical Industry, used in the production of Heparin, Insulin, Gelatin, and other medical products";"1";"0"
"mat_5";"ind_24";"Porcine (Pig) is a Source of Pet Food";"Porcine products, byproducts, and derivatives such as meat trimmings, organs, fat, and rendered meals are widely used in the Pet Food industry as essential protein, fat, and nutrient sources";"1";"0"
"mat_5";"ind_25";"Porcine (Pig) is a Source of Cosmetics";"Porcine byproducts and derivatives—such as Collagen, Gelatin, Fat, and Glycerin—are used in the Cosmetics Industry for their moisturizing, texturizing, and stabilising properties in skincare and personal care products";"1";"0"
"mat_6";"ind_22";"Avian (Poultry/Fowls) is a Raw Material of Rendering (Animals)";"Avian slaughter byproducts are sent to the Rendering industry but in much smaller volumes than Bovine and Porcine, contributing minimally to downstream industries like Pharmaceuticals and Cosmetics";"1";"0"
"mat_6";"ind_24";"Avian (Poultry/Fowls) is a Source of Pet Food";"Avian meat, byproducts, and derivatives are used in the Pet Food industry as protein and nutrient sources";"1";"0"
"mat_6";"ind_28";"Avian (Poultry/Fowls) is a Primary Product of Poultry Farming";"Avian species like chickens, ducks, and turkeys are bred and raised in the Poultry Farming industry for meat, eggs, and other products";"1";"0"
"mat_6";"ind_29";"Avian (Poultry/Fowls) is a Primary Product of Livestock Trading (Poultry)";"Avian species are traded internationally as livestock for breeding or production purposes";"1";"0"
"mat_6";"ind_30";"Avian (Poultry/Fowls) is a Primary Product of Poultry Slaughtering";"Avian species are sent to the Slaughtering industry for meat production as the primary output";"1";"0"
"mat_7";"ind_33";"Farmed Fish is a Primary Product of Fish Aquaculture";"Fish Aquaculture produces Farmed Fish primarily for human consumption, commonly Carp, Tilapia, Catfish, Salmon, and Pangasius";"1";"0"
"mat_8";"ind_13";"Dairy Cows is a Primary Product of Dairy Farming";"Dairy cows are raised in Dairy Farming to produce milk and related dairy products";"1";"0"
"mat_9";"ind_31";"Lignin (Wood) is a Byproduct of Paper Manufacturing";"Lignin is extracted as a byproduct during wood processing in the forestry industry, primarily from pulp and paper manufacturing";"1";"0"
"smCountry_1";"mat_2";"Global Leader";"The USA is the global leader in filamentous fungal research and biotech, with focus on enzymes, pharmaceuticals, and agriculture (60)";"1";"0"
"smCountry_1";"mat_3";"Top Producer & Significant Exporter";"The US is the largest global Bovine Producer (Beef) (~12.89M tonnes, 2022), generating various co-products, by-products, and sub-products from bovine processing (48, 49, 50). The US is one of the top global Bovine/Beef Exporters with ~1.2M-1.5M tonnes (2024-2025) (48, 49, 51, 52)";"2";"0"
"smCountry_1";"mat_5";"Significant Producer & Significant Exporter";"The US is a major Porcine (Pork) Producer after China and the EU, ~12.8M tonnes, ~11% of global production (48, 53, 54). The US is likely the second largest Porcine (Pork) Exporter globally, ~3.03M tonnes, 2024 (48, 55, 71)";"2";"0"
"smCountry_1";"mat_6";"Top Producer & Top Exporter";"The US is the world's largest Poultry Producer, ~22.5M metric tonnes, ~20% global output, 2024 (48, 57). The US is the second-largest Poultry Exporter, close behind Brazil, ~2.9-3.5M tonnes (57, 58, 59)";"2";"0"
"smCountry_1";"src_1";"Top Consumer";"The US is a significant consumer of Chitin, Crustacean Shells (raw material), and derivatives—especially in pharmaceuticals and biodegradable materials—likely second only to China (7, 48)";"1";"0"
"smCountry_1";"src_12";"Top Importer";"The US is the top Importer of fish waste byproducts, including Fish Scales and Skins, valued at $113.59M in 2024 (111)";"1";"0"
"smCountry_1";"src_13";"Top Importer";"The US is the top Importer of fish waste byproducts, including Fish Scales and Skins, valued at $113.59M in 2024 (111)";"1";"0"
"smCountry_1";"src_18";"Top Importer & Recognised Consumer";"The US is the top Importer of Fish and other fishery products with import value ~$26.6B in 2024 (112). The US is a recognised Consumer of Fish and seafood, though far behind China, India, and Indonesia by volume, with ~7.5M tonnes in 2022 (114)";"2";"0"
"smCountry_1";"src_2";"Top Consumer";"USA is the largest consumer of Corn and corn products (e.g. ethanol, livestock feed, food, and industrial products) (14)";"1";"0"
"smCountry_1";"src_6";"Top Consumer & Significant Importer";"The USA is top Beef Consumer, both in per capita and total consumption (~12.7M tonnes, 2025) (48, 49). The US is a major Importer of Beef for processed foods (~2M tonnes, 2025), despite being a leading producer and exporter (48, 49)";"2";"0"
"smCountry_1";"src_7";"Significant Consumer";"The US is a significant Consumer of Pork with high total volumes, ~27kg/yr per capita (48, 53)";"1";"0"
"smCountry_1";"src_8";"Top Consumer";"The US leads in Poultry Consumption, with the highest total and per capita intake, ~17.9M tonnes, 2023 (57)";"1";"0"
"smCountry_10";"mat_1";"Major Source";"Indonesia produces significant quantities of Crustacean Shells, notably from Shrimp and Crab, derived from both aquaculture and wild-catch fisheries (17, 18, 81)";"1";"0"
"smCountry_10";"mat_10";"Significant Catcher";"Indonesia is the 2nd largest Catcher of Wild-Caught Fish, though far behind China, with ~7M tonnes caught in 2020 (116)";"1";"0"
"smCountry_10";"mat_7";"Significant Producer";"Indonesia is the 2nd largest Producer of Farmed Fish after China, though at a much lower volume, with ~16.7 M tonnes in 2021 (113, 115)";"1";"0"
"smCountry_10";"src_18";"Significant Consumer";"Indonesia is among the top 3 Consumers of Fish and seafood, close to India, with ~11.4 M tonnes in 2022 (114)";"1";"0"
"smCountry_11";"mat_2";"Top Player";"The EU has an established filamentous fungal research hub, focusing on industrial enzymes, pharmaceuticals, and environmental biotech (60)";"1";"0"
"smCountry_11";"mat_3";"Recognised Producer";"The EU is a significant Bovine/Beef Producer, mainly for domestic consumption (~6.5M tonnes, 2025) (49)";"1";"0"
"smCountry_11";"mat_5";"Significant Producer & Top Exporter";"The EU is the second largest Porcine (Pork) Producer, ~21M tonnes, ~18.3% of global production (48, 53, 54). The EU is the largest global Porcine (Pork) Exporter, ~30-31% of world pork exports, ~10.4M tonnes, 2024 (48, 53)";"2";"0"
"smCountry_11";"mat_6";"Recognised Producer & Significant Exporter";"The EU is an emerging Producer of Poultry, ~12.0M metric tonnes, ~11.3% of global production (48, 57). The EU is a significant Poultry Exporter, with Poland, the Netherlands, and Spain as top contributors, ~1.8-2.5M tonnes (57, 58, 59)";"2";"0"
"smCountry_11";"src_12";"Significant Importer";"The EU is a major Importer of fish waste byproducts by quantity, including Fish Scales and Skins, ~199,651,000 kg, 2024 (111)";"1";"0"
"smCountry_11";"src_13";"Significant Importer";"The EU is a major Importer of fish waste byproducts by quantity, including Other Fish Parts, ~199,651,000 kg, 2024 (111)";"1";"0"
"smCountry_11";"src_18";"Top Importer";"The EU is the leading Importer of Fish and other fisheries and aquaculture products as a whole (although none of its member states has import values close to the top three), accounting for ~35% of total world fish imports by value (112)";"1";"0"
"smCountry_11";"src_6";"Recognised Consumer";"The EU is a significant Beef Consumer with substantial domestic demand across member countries (~6.2M tonnes, 2025) (49)";"1";"0"
"smCountry_11";"src_7";"Top Consumer";"The EU ranks among the top Pork Consumers, ~20.5M tonnes (48, 53)";"1";"0"
"smCountry_11";"src_8";"Significant Consumer & Significant Importer";"The EU is a major Poultry Consumer, with steady demand and strong domestic consumption (57). The EU is a notable Poultry Importer alongside China, with imports ~0.7M tonnes (57)";"2";"0"
"smCountry_12";"mat_7";"Recognised Exporter";"Ecuador is a recognised Exporter of Farmed Fish, though well behind China and Norway in value, with ~$9.2 B in 2024 (112)";"1";"0"
"smCountry_13";"mat_2";"Top Player";"Brazil is an emerging player in filamentous fungal science, leveraging fungal bioactive compounds and sustainable bioprocessing (60)";"1";"0"
"smCountry_13";"mat_3";"Top Producer & Top Exporter";"Brazil is the world's 2nd largest Bovine Producer (Beef) (~10.35M tonnes, 2022), generating abundant co-products, by-products, and sub-products (48, 49, 50). Brazil is the world's largest Bovine/Beef Exporter by volume ~2.9M-3.6M tonnes (2024-2025) (48, 49, 51, 52)";"2";"0"
"smCountry_13";"mat_5";"Recognised Producer & Recognised Exporter";"Brazil is among the top five global Porcine (Pork) Producers, ~4.5-4.8M tonnes (48, 53, 54). Brazil is an emerging Porcine (Pork) Exporter and a competitive supplier to Asia (48, 53, 55)";"2";"0"
"smCountry_13";"mat_6";"Significant Producer & Top Exporter";"Brazil is a major Poultry Producer, close to China, export-oriented, ~15M metric tonnes, ~15.1% global production (48, 57). Brazil ranks as the top global Exporter of Poultry, ~4-5M metric tonnes (57, 58, 59)";"2";"0"
"smCountry_13";"src_2";"Significant Consumer";"Brazil is a major consumer of Corn alongside being a top producer (15)";"1";"0"
"smCountry_13";"src_5";"Top Player";"Brazil has the third largest market share of Shark Cartilage product, ~$14.13M sales revenue (2025) (66)";"1";"0"
"smCountry_13";"src_6";"Significant Consumer";"Brazil is a notable Beef Consumer, with high domestic consumption (~8.2M tonnes, 2025) (48, 49)";"1";"0"
"smCountry_13";"src_8";"Significant Consumer";"Brazil is a major Poultry Consumer, with strong domestic demand and high per capita intake due to its affordability, ~10.1M tonnes (57)";"1";"0"
"smCountry_14";"mat_3";"Recognised Producer & Significant Exporter";"Argentina is a well-known traditional Bovine Producer (Beef) (~3.14M tonnes, 2022), popular for its grass-fed cattle and high-quality beef (48, 49, 50). Argentina is a notable Exporter of premium grass-fed Beef, with ~600–860K tonnes exported (2024–2025), though behind top producers in volume (48, 49, 51, 52)";"2";"0"
"smCountry_16";"src_2";"Significant Importer";"South Korea is one of the major importers of corn, for feed and industrial use (12)";"1";"0"
"smCountry_16";"src_6";"Recognised Importer";"South Korea is an emerging Beef Importer (~575K tonnes, 2025), particularly premium beef from the US and Australia (48, 49)";"1";"0"
"smCountry_18";"mat_7";"Recognised Producer";"Bangladesh is a recognised Producer of Farmed Fish, alongside Vietnam, ranking after the top three (China, Indonesia, India), with ~6.3M tonnes in 2021 (113, 115)";"1";"0"
"smCountry_2";"mat_3";"Significant Exporter";"Australia is the 2nd largest Bovine meat (Beef) Exporter in the world, exporting ~1.69M-1.9M tonnes (2024-2025) (48, 49, 51, 52)";"1";"0"
"smCountry_20";"src_8";"Top Importer";"The UK is a top-three global Poultry Importer, importing ~0.94M tonnes (48, 57)";"1";"0"
"smCountry_21";"src_18";"Recognised Importer";"Spain is a notable EU Importer of Fish, valued at ~$9.4B in 2024 (112)";"1";"0"
"smCountry_28";"src_18";"Recognised Importer";"France is a notable EU Importer of Fish after Spain and Italy, with value ~$7.7B in 2024 (112)";"1";"0"
"smCountry_3";"mat_5";"Recognised Exporter";"Canada is an emerging Exporter of Porcine (Pork), primarily to the US and Asia (48, 53, 55)";"1";"0"
"smCountry_3";"src_12";"Recognised Importer";"Canada is a significant Importer of fish waste byproducts, including Fish Scales and Skins, valued at ~$80.5M, with a total import quantity of ~43.78M kg, 2024 (111)";"1";"0"
"smCountry_3";"src_13";"Recognised Importer";"Canada is a significant Importer of fish waste byproducts, including Other Fish Parts, valued at ~$80.5M, with a total import quantity of ~43.78M kg, 2024 (111)";"1";"0"
"smCountry_3";"src_5";"Top Player";"Canada has the second largest market share of Shark Cartilage product, ~$17.871M sales revenue (2025) (66)";"1";"0"
"smCountry_30";"mat_10";"Recognised Catcher";"Peru is a recognised Catcher of Wild-Caught Fish, with >5.5M tonnes caught in 2020 (116)";"1";"0"
"smCountry_31";"mat_10";"Recognised Catcher";"Russia is a recognised Catcher of Wild-Caught Fish closely behind Peru and India, with ~5M tonnes in 2020 (116)";"1";"0"
"smCountry_32";"src_5";"Significant Player";"Germany leads Europe's Shark Cartilage product market, generating ~$7.19M in sales revenue (2025) (66)";"1";"0"
"smCountry_33";"src_5";"Significant Player";"Nigeria leads Africa in Shark Cartilage product sales, with ~$6.435M in revenue (2025) (66)";"1";"0"
"smCountry_34";"src_18";"Recognised Importer";"Italy is a notable EU Importer of Fish alongside Spain and France, valued at ~8B in 2024 (112)";"1";"0"
"smCountry_36";"src_12";"Recognised Importer";"Denmark is a significant Importer of fish waste byproducts, including Fish Scales and Skins, valued at ~$79.3M, with a total import quantity of ~235.54M kg, 2024 (111)";"1";"0"
"smCountry_36";"src_13";"Recognised Importer";"Denmark is a significant Importer of fish waste byproducts, including Other Fish Parts, valued at ~$79.3M, with a total import quantity of ~235.54M kg, 2024 (111)";"1";"0"
"smCountry_4";"mat_1";"Top Exporter & Top Producer";"China is the top global Exporter of Crustacean Shells (shrimp, crab, etc.) and derivatives (e.g. Chitin), driven by abundant supply and low-cost production (6, 17, 79, 80). China can be considered as the top Crustacean Shells Producer and Chitin Producer (~80% of global supply) for its abundant shell supply, driven by extensive shrimp and crab aquaculture industries (6, 17, 79, 80)";"2";"0"
"smCountry_4";"mat_10";"Top Catcher & Global Leader";"China is the leading global Wild Fish Catcher, with over 13 M tonnes captured in 2020 (116). China is leading as the largest Exporter of Wild-Caught Fish and seafood in general (117)";"2";"0"
"smCountry_4";"mat_2";"Top Player";"China is a key player in filamentous fungi production, with a rapidly growing industry focused on fermentation, enzyme production, and bioremediation (60)";"1";"0"
"smCountry_4";"mat_3";"Significant Producer";"China ranks 3rd in Bovine Production (Beef) after the US and Brazil, producing ~7.18M tonnes in 2022, mainly for domestic consumption (48, 49, 50)";"1";"0"
"smCountry_4";"mat_5";"Top Producer";"China is the world's largest Porcine (Pork) Producer, ~55-56M tonnes, accounts for >50% of the global pig population
  (48, 53, 54)";"1";"0"
"smCountry_4";"mat_6";"Significant Producer & Recognised Exporter";"China has significant Poultry Production, ~17-20M metric tonnes, ~16.6% of global production (48, 57). China is rapidly expanding Poultry Exports, particularly in processed chicken, ~0.8-1M tonnes (57, 58, 59)";"2";"0"
"smCountry_4";"mat_7";"Top Producer & Top Exporter";"China is the world's largest Fish Producer, ~67.8M tonnes, 2024 (113). China is the largest Exporter of Farmed Fish in the world, with a value of ~$20.18 B in 2024 (112)";"2";"0"
"smCountry_4";"src_1";"Top Importer & Top Consumer";"China is amongst the top 3 importers of Chitin, while also being the largest producer and exporter (6). China is a leading consumer market for Chitin, driven by the increasing demands in agriculture, water treatment, and pharmaceuticals (48, 68)";"2";"0"
"smCountry_4";"src_18";"Top Importer & Top Consumer";"China is the 2nd largest Importer and reporter of Fish and other fishery products with import value ~$22.3B in 2024 (112). China is the largest Consumer of Fish and seafood, with ~59.3M tonnes in 2022 (114)";"2";"0"
"smCountry_4";"src_2";"Significant Importer & Significant Consumer";"China is a significant importer of Corn despite being a top producer itself due to high domestic demands, mainly for livestock feed and biofuels (11). China is the second largest consumer of Corn after the US; consumption often exceeds production, driving import demand (15)";"2";"0"
"smCountry_4";"src_5";"Global Leader";"China has the largest Shark Cartilage product market share, sales revenue ~$22.324M (2025) (66)";"1";"0"
"smCountry_4";"src_6";"Top Consumer & Top Importer";"China is closely behind the US in Beef Consumption (~11.6M tonnes, 2025), with demand continuing to rise (48, 49). China is the largest Beef Importer despite having a large bovine farming industry (~3.8M tonnes, 2025), driven by high domestic demand (48, 49)";"2";"0"
"smCountry_4";"src_7";"Significant Importer & Top Consumer";"China is one of the top Pork Importers due to strong domestic demand, despite being the world's largest producer (48, 53). China is the world's largest Pork Consumer, accounting for nearly half of global consumption (48, 53)";"2";"0"
"smCountry_4";"src_8";"Top Consumer & Significant Importer";"China is the second-largest Poultry Consumer after the US, with the fastest growth in consumption, ~ 15M tonnes, 2023 (57). China is a notable Poultry Importer after Japan, Mexico, and the UK, with imports of ~0.7M tonnes (48, 57)";"2";"0"
"smCountry_40";"mat_10";"Significant Exporter";"Norway is the 2nd largest Exporter of aquatic animals (mostly farmed salmon), but also including Wild-Caught Fish such as cod, herring, mackerel, and some other whitefish and small pelagic species (117)";"1";"0"
"smCountry_40";"mat_7";"Significant Exporter";"Norway is the second largest Exporter of Farmed Fish after China, primarily cultured Atlantic Salmon, with a value of ~$16 B in 2024 (112)";"1";"0"
"smCountry_41";"mat_7";"Recognised Exporter";"Chile is a recognised Exporter of Farmed Fish, behind China, Norway, Ecuador, and Vietnam, with a value of ~$7.8 B in 2024 (112)";"1";"0"
"smCountry_5";"src_2";"Top Importer & Significant Consumer";"Mexico is the largest importer of Corn, driven by food and feed demand, imports mostly from the U.S. (8). Mexico is a large consumer of Corn, primarily for food and feed, substantial portion of supply imported primarily from the U.S. (16)";"2";"0"
"smCountry_5";"src_5";"Significant Player";"Mexico has significant market share of Shark Cartilage product, ~$9.241M sales revenue (2025) (66)";"1";"0"
"smCountry_5";"src_7";"Significant Importer";"Mexico is a fast-growing Pork Importer, driven by strong domestic demand (48, 53)";"1";"0"
"smCountry_5";"src_8";"Top Importer";"Mexico is close to Japan as a top Poultry Importer, with imports of ~0.8 to 1.01M tonnes (48, 57)";"1";"0"
"smCountry_6";"src_1";"Significant Consumer & Significant Importer";"Japan has high Chitin consumption primarily for biomedical applications (48, 68). Japan is a major importer of Chitin for uses in biomedical and agricultural applications (6)";"2";"0"
"smCountry_6";"src_18";"Significant Importer & Recognised Consumer";"Japan is the 3rd largest Importer of Fish after the US and China, valued at ~$12.9 B in 2024 (112). Japan is a recognised Consumer of Fish and seafood, behind China, India, Indonesia, and the US, with ~5.6 M tonnes in 2022 (114)";"2";"0"
"smCountry_6";"src_2";"Significant Importer";"Japan is a major Corn importer, mainly for animal feed (8)";"1";"0"
"smCountry_6";"src_6";"Recognised Importer";"Japan is a significant Beef Importer (~720K tonnes, 2025) with high demand due to strong consumption and limited local production (48, 49)";"1";"0"
"smCountry_6";"src_7";"Top Importer";"Japan is the world’s largest Importer of Pork (48, 53, 56)";"1";"0"
"smCountry_6";"src_8";"Top Importer";"Japan leads global Poultry Imports, totaling around 0.9–1.08M tonnes (48, 57)";"1";"0"
"smCountry_7";"mat_1";"Major Source & Significant Exporter";"India is an emerging seafood Producer and Shell product supplier—incl. Chitin—with growing applications in agriculture and cosmetics (7, 17, 19, 79, 81). India is a notable Chitin Exporter, a compound derived directly from Crustacean Shells, likely ranking 2nd globally (6, 7)";"2";"0"
"smCountry_7";"mat_10";"Recognised Catcher";"India is a recognised Catcher of Wild-Caught Fish alongside Peru, with ~5.5M tonnes in 2020 (116)";"1";"0"
"smCountry_7";"mat_3";"Recognised Producer & Significant Exporter";"India is an emerging Bovine Producer (Beef), ~4.35M tonnes (2022), mainly of buffalo due to religious restrictions, generating various co- and by-products (48, 49, 50). India ranks among the top 5 Bovine Meat/Carabeef Exporters, mainly Buffalo meat, with ~1.4–1.6M tonnes (2024–2025) (48, 49, 51, 52)";"2";"0"
"smCountry_7";"mat_7";"Significant Producer";"India is among the top three Producers of Farmed Fish after China and Indonesia, with ~10.9 M tonnes in 2021 (113, 115)";"1";"0"
"smCountry_7";"src_18";"Significant Consumer";"India is the 2nd largest Consumer of Fish and seafood, with ~12.6M tonnes in 2022 (114)";"1";"0"
"smCountry_7";"src_5";"Significant Player";"India has significant market share of Shark Cartilage product, ~$9.489M sales revenue (2025) (66)";"1";"0"
"smCountry_8";"mat_1";"Major Source";"Thailand is one of the top Shrimp and prawn producers-incl. processed products, enabling abundant Crustacean Shell availability (17, 81)";"1";"0"
"smCountry_8";"mat_6";"Recognised Exporter";"Thailand is an emerging Exporter of Poultry, supplying high-quality products to Asian markets, ~1.1-1.5M tonnes (57, 58, 59)";"1";"0"
"smCountry_9";"mat_1";"Significant Producer & Top Exporter";"Vietnam is a significant Producer of Crustacean Shells (mainly Shrimp) and their derivative, Chitin, supported by its major Shrimp and Prawn Farming industry (6, 17, 81). Vietnam is one of the top Exporters of Chitin, derived from Crustacean Shells, primarily supplying regional markets in Asia (6, 48)";"2";"0"
"smCountry_9";"mat_10";"Recognised Exporter";"Vietnam is a recognised Exporter of Wild-Caught Fish (Tuna), and the 3rd largest Exporter of aquatic animal products (incl. farmed fish and shrimps) (117)";"1";"0"
"smCountry_9";"mat_7";"Recognised Producer & Recognised Exporter";"Vietnam is a recognised Producer of Farmed Fish, alongside Bangladesh, ranking after the top three (China, Indonesia, India), with ~6.4 M tonnes in 2021 (113, 115). Vietnam is a recognised Exporter of Farmed Fish, behind China, Norway, and Ecuador, with a value of ~$8.3 B in 2024 (112)";"2";"0"
"smCountry_9";"src_1";"Significant Importer";"Vietnam imports a significant quantity of Chitin despite being a notable producer to meet domestic demands (6)";"1";"0"
